customerInput;category
chciałem się zapytać jak mogę zwrócić sprzęt po odstąpieniu od umowy;zwrot sprzętu
chciałem się zapytać jak polewa polecenie zapłaty jak to państwa przekazać;polecenie zapłaty
chciałem się zapytać jak zapłacić opłaty akty akcje w żyjącą;saldo
chciałem się zapytać jaka jest procedura odnośnie z rezygnacji z internetu;rezygnacje
chciałem się zapytać jakie mamy hasło do internetu na wifi;internet stacjonarny
chciałem się zapytać kiedy będą rachunki vectry;saldo
chciałem się zapytać kiedy będzie telewizja działa;dtv
chciałem się zapytać kiedy faktura będzie wystawiona za telewizor jest zainteresowany;płatności
chciałem się zapytać kiedy nasz dzisiaj mamy wizytę pana który będzie montował telewizję chciałem się dowiedzieć o której godzinie będzie;dtv
chciałem się zapytać kiedy przyjedzie formularze do zapłaty;saldo
chciałem się zapytać kiedy przyślecie nam książeczkę do zapłaty;saldo
chciałem się zapytać kiedy zostanie zlikwidowana awaria w bogatyni przez telewizorów bo nie ma programów;dtv
chciałem się zapytać o dekoder;dtv
chciałem się zapytać o fakturę bo mi nie przyszła faktura za opłatę vectry;płatności
chciałem się zapytać o fakturę na grudzień bo ja dostałam;płatności
chciałem się zapytać o fakturę ostatnią;płatności
chciałem się zapytać o faktury;płatności
chciałem się zapytać o ocenę dekoderów do telewizji naziemnej;dtv
chciałem się zapytać o rachunki;saldo
chciałem się zapytać o rachunki bo przyszło mi do zapłaty i po prostu nie wiem no nie rozumie tego chciałem się zapytać;saldo
chciałem się zapytać o rachunki na nowy rok do płacenia na abonament bo jest już dziewiętnasty o nie dostałam i chciałabym wiedzieć kiedy to kiedy kiedy zostaną dostarczone;saldo
chciałem się zapytać o skąd wyszła kwota mojej faktury;płatności
chciałem się zapytać o swój rachunek czy jest zapłacony;saldo
chciałem się zapytać o zapłacenie zapłaty telewizora;saldo
chciałem się zapytać skąd dostarczać ruczki do zapłaty za telewizor bo już nie mamy miałem do grudnia do ostatniego;saldo
chciałem się zapytać w sprawie teraz tej telewizji naziemnej czy;dtv
chciałem się zorientować czy już jest wyłączona analogowa połączenie ze starego telewizora czy już jest nieczynny do dzisiaj nie mam;dtv
chciałem się zorientować jadacie oddania sprzętu waszego z vectry;zwrot sprzętu
chciałem się zorientować kiedy będą przysłane druki do przelewów za telewizję;dtv
chciałem skonsultować nieprawidłowości na fakturze;płatności
chciałem skonsultować saldo konta;saldo
chciałem skorzystać z usługi hbo go nie wiem jak to zrobić;hbo
chciałem sprawdzić 1 3 telewizor nie wiem mam bardzo zły obraz;dtv
chciałem sprawdzić czy hbo go dlaczego nie działa;hbo
chciałem sprawdzić czy mam jakąś zaległość wobec vectry;windykacja
chciałem sprawdzić czy ten wozu jakoś nie przychodzą mi rachunki za bo się umowa skończyła;saldo
chciałem sprawdzić mój rachunek dostałem rachunek zapłaciłem za styczeń dostałem nowy faktury na nowe konto bo muszę sprawdzić tamte konto jest aktualny to płaciłem dwudziestego trzeciego grudnia;saldo
chciałem sprawdzić numer konta;saldo
chciałem sprawdzić płatności;saldo
chciałem sprawdzić płatność pierwszą;saldo
chciałem sprawdzić rachunek;saldo
chciałem sprawdzić rachunek suunto;saldo
chciałem sprawdzić rachunek swój ile zalegam z opłatami;saldo
chciałem sprawdzić rachunki czy mi się zgadzają;saldo
chciałem sprawdzić saldo moich płatności;saldo
chciałem sprawdzić saldo rozrachunkowe;saldo
chciałem sprawdzić stan konta;saldo
chciałem sprawdzić techniczne chciałem przełożyć wizytę;zmiana wizyty technika
chciałem spytać o hbo go;hbo
chciałem telefonicznie wypowiedzieć umowę;rezygnacje
chciałem telefonu stacjonarnego;telefon stacjonarny
chciałem telewizję żebyście mi założyli;dtv
chciałem tutaj się dowiedzieć kiedy przyjdą zamontować telewizor na słubicach na ulicę nadrzeczną;dtv
chciałem tylko dostać blankiet rachunku za do zapłaty na ten miesiąc;płatności
chciałem uregulowane został rachunek chciałem o szybkie włączenie vectry;saldo
chciałem uruchomić hbo;hbo
chciałem ustalić saldo na miesiąc styczeń;saldo
chciałem ustalić zadłużenie na koncie;windykacja
chciałem ustawić telewizor do telewizji do programów;dtv
chciałem uzyskać kod do wifi;internet stacjonarny
chciałem uzyskać numer konta banku na który mam wpłacić zadłużenia;saldo
chciałem uzyskać żeby się pokazała faktura;płatności
chciałem w sprawie faktury za miesiąc styczeń;płatności
chciałem wezwać mechanika do telewizora;dtv
chciałem włączyć via play na telewizji;dtv
chciałem wyjaśnić błędną fakturę;płatności
chciałem wyjaśnić chciałabym wyjaśnić wysokość rachunku;saldo
chciałem wyjaśnić fakturę;płatności
chciałem wyjaśnić notę księgową;płatności
chciałem wyjaśnić sprawę faktury;płatności
chciałem wymienić dekoder;dtv
chciałem wymienić dekoder na 400;dtv
chciałem wymienić pilot;dtv
chciałem wymienić pilota do dekodera bo nie działa;dtv
chciałem wymówić wypowiedzenie z państwa firmy;rezygnacje
chciałem wypowiedzieć umowę;rezygnacje
chciałem wypowiedzieć umowę która jeszcze nie doszło do skutku;rezygnacje
chciałem wypowiedzieć umowę o internet;rezygnacje
chciałem wypowiedzieć umowę o telewizję;rezygnacje
chciałem wypowiedzieć wypowiedzieć umowę z dniem pioś czy jeszcze go marca;rezygnacje
chciałem wziąć telewizję na kartę;dtv
chciałem za wypowiedzenie wypowiedzieć umowę telewizja internet;rezygnacje
chciałem zablokować hbo;hbo
chciałem założyć internet w domu prywatnym;internet stacjonarny
chciałem zamienić zrezygnować z jednak jego połączenia na 2 telewizory;rezygnacje
chciałem zamówić dekoder jaki to jest koszt;dtv
chciałem zamówić telefon komórkowy przesunięcie komórkowego telefonu;telefon mobiny
chciałem zapłacić rachunek;saldo
chciałem zapłacić rachunek ale nie mam blankietów nie przysłano mi do dziś;saldo
chciałem zapłacić rachunek nie mam rachunku żeby wam zapłacić;saldo
chciałem zapłacić rachunek rachunku;saldo
chciałem zapłacić rachunek za internet i telewizję i telewizję;saldo
chciałem zaprosić do siebie fachowca do domu z uwagi na wyregulowania telewizora bo popsuł się;dtv
chciałem zapytać bo rachunki przychodziły mi do dwudziestego a dzisiaj dwudziestej szóstej dlaczego jest rachunek nie dotarł;saldo
chciałem zapytać czy dekodery które mamy aktualnie będą wymieniane po wprowadzeniu nowego systemu to telewizji naziemnej telewizji;dtv
chciałem zapytać czy mam hbo go u siebie w pakiecie;hbo
chciałem zapytać czy nie zmieniła się opłata u mnie;saldo
chciałem zapytać czy trzeba czekać jeszcze ciągle na rachunki nowego roku czy czy coś szyba pełnić;saldo
chciałem zapytać czy została wysłana karta sim zgodnie z umową;telefon mobiny
chciałem zapytać ile będzie wynosić płatność moja teraz po rozliczeniu i ukończył mojej umowy;saldo
chciałem zapytać ile mam do zapłaty za przedni rachunek;saldo
chciałem zapytać ile mam do zapłaty za rachunek;saldo
chciałem zapytać jak będziemy odbierać nową telewizję naziemną;dtv
chciałem zapytać jak dokonać cesji umowy;cesja
chciałem zapytać jak mogę rozwiązać umowę na internet ona już wygasła ale chciałem po prostu przez;rezygnacje
chciałem zapytać jak rozwiązać umowę;rezygnacje
chciałem zapytać jak to kiedy to będzie ten program nadawany w telewizji tej;dtv
chciałem zapytać jaki jest status mojego zlecenia;status zgłoszenia
chciałem zapytać jakie mam usługi w umowie;umowa
chciałem zapytać kiedy będą przysłany nowe rachunki na ten rok bo chciałam zapłacić rachunek a nie mam brudzka;saldo
chciałem zapytać kiedy będzie instalacja u mnie w domu telewizji;dtv
chciałem zapytać kiedy otrzymam faktury do zapłacenia należności za miesiąc luty bo zbliża się połowa miesiąca;płatności
chciałem zapytać o dostępność karty ci plus do nowego telewizora który kupiłem bo stara karta nie działa w telewizorze;dtv
chciałem zapytać o fakturę;płatności
chciałem zapytać o fakturę do zapłaty;płatności
chciałem zapytać o internet mobilny;internet mobilny
chciałem zapytać o opłacenie rachunku;saldo
chciałem zapytać o płatności czy jest szum zaległości;saldo
chciałem zapytać o przeniesienie na którą drogą ile mam;przeniesienie usług
chciałem zapytać o przeniesienie z jednego adresu na drugi adres;przeniesienie usług
chciałem zapytać o rachunek;saldo
chciałem zapytać o rozwiązanie umowy;rezygnacje
chciałem zapytać o rozwiązanie umowy w przypadku gdy ktoś gdy brat zmarł;rezygnacje
chciałem zapytać o stan salda;saldo
chciałem zapytać o status numeru;status zgłoszenia
chciałem zapytać o status przeniesienia numeru;przeniesienie usług
chciałem zapytać o status zamówienia;status zgłoszenia
chciałem zapytać o swoją fakturę;płatności
chciałem zapytać o usługę hbo;hbo
chciałem zapytać o warunki wypowiedzenia umowy;rezygnacje
chciałem zapytać o wymianę dekodera;dtv
chciałem zapytać o wypowiedzenie umowy;rezygnacje
chciałem zapytać o zestaw o dekoder;dtv
chciałem zapytać od kiedy będzie aktywna karta sim;telefon mobiny
chciałem zapytać się o zerwanie umowy;rezygnacje
chciałem zapytać takie pytanie w sprawie telewizji;dtv
chciałem zapytać tylko i wyłącznie w sprawie terminu przyjścia faktury do zapłaty;płatności
chciałem zapytać w sprawie faktury że dostałam inną kwotę w tym miesiącu niż w zeszłym różnica pięciu złotych dlaczego;płatności
chciałem zareklamować fakturę;płatności
chciałem zareklamować zbyt duży ping ponad 75 sekund;internet stacjonarny
chciałem zawiadomić brak mi dostępu nie ma brak sygnału usterka techniczna;dtv
chciałem zdiagnozować router;internet stacjonarny
chciałem zerwać umowę;rezygnacje
chciałem zerwać umowę wypowiedzieć;rezygnacje
chciałem zerwać umowę wypowiedzieć umowę;rezygnacje
chciałem zerwać znaczy ja zerwałem z wami umowę przysyłacie mi tutaj nowe rachunki na dwa tysiące dwudziesty drugi;rezygnacje
chciałem zgłosić awaria bo mi telewizor nie było ją nowy i chyba przyszło mechanik i mi powiedział rzymu zepsuty;dtv
chciałem zgłosić awarię dekodera;dtv
chciałem zgłosić awarię dekodera moje nazwisko gier łachowskie ryszard 14 300 morąg ulica polskę 26 15;dtv
chciałem zgłosić awarię telewizji;dtv
chciałem zgłosić awarię telewizji internetu;dtv
chciałem zgłosić awarię telewizji kablowej;dtv
chciałem zgłosić brak czterech programów telewizyjnych;dtv
chciałem zgłosić brak kanałów;dtv
chciałem zgłosić brak sygnału nie mam sygnału i złe curie cały dzień;dtv
chciałem zgłosić brak sygnału telewizyjnego;dtv
chciałem zgłosić dekoder;dtv
chciałem zgłosić dekoder nie działa;dtv
chciałem zgłosić dlaczego tak długo jest nie naprawiony odbiór telewizora gostyninie;dtv
chciałem zgłosić dzwonię z oświęcimskich 81 w rudzie śląskiej i chciałem zgłosić że dekoder się bardzo zawiesza i wifi się zawiesza;dtv
chciałem zgłosić naprawę dekodera bo nie działa;dtv
chciałem zgłosić nieopłacone rachunki przez człowieka który nie już go nie ma;saldo
chciałem zgłosić problem nie działającego dekodera;dtv
chciałem zgłosić rezygnację;rezygnacje
chciałem zgłosić rezygnacji nie usług vectra;rezygnacje
chciałem zgłosić uregulowanie dwóch rachunków w państwa firmie;saldo
chciałem zgłosić usterkę dekodera;dtv
chciałem zgłosić usterkę internetu stacjonarnego;internet stacjonarny
chciałem zgłosić uszkodzenie dekodera;dtv
chciałem zgłosić zakłócenia w odbiorze programów;dtv
chciałem zgłosić zapytać się czy nie ma długów panie krystyna lucha warszawie zamiast;saldo
chciałem zgłosić że brak telewizji mrowiny;dtv
chciałem zgłosić że dekoder nie działa prawidłowo raz jest program a raz nie ma programów nie wiem o co chodzi;dtv
chciałem zgłosić że jestem waszą klientką mam telewizji jest vectry oraz;dtv
chciałem zgłosić że nie mam internetu mobilnego;internet mobilny
chciałem zgłosić że nie mam programów na kablu na kablówce jakaś awaria jest chyba nie wiem czy u państwa czy u mnie;dtv
chciałem zgłosić że nie mam programu w telewizji znikła wszystko;dtv
chciałem złożyć rezygnację;rezygnacje
chciałem złożyć rezygnację bo;rezygnacje
chciałem złożyć rezygnację telefoniczne;rezygnacje
chciałem złożyć rezygnację z usług;rezygnacje
chciałem złożyć rezygnację z usługi;rezygnacje
chciałem złożyć wypowiedzenie;rezygnacje
chciałem złożyć wypowiedzenie po zakończeniu okresu zobowiązania;rezygnacje
chciałem zmienić adres;przeniesienie usług
chciałem zmienić adres świadczenia usług;przeniesienie usług
chciałem zmienić adres usług;przeniesienie usług
chciałem zmienić datę montażu podłączenia do telewizji do vectry;dtv
chciałem zmienić datę wizyty montera;zmiana terminu wizyty
chciałem zmienić godzinę wizyty montera;zmiana wizyty technika
chciałem zmienić godzinę wizyty pana z vectry;zmiana wizyty technika
chciałem zmienić lokalizację dekodera;dtv
chciałem zmienić pakiet telewizji;dtv
chciałem zmienić taryfę telewizji;dtv
chciałem zmienić termin;zmiana terminu wizyty
chciałem zmienić termin instalacji;zmiana terminu wizyty
chciałem zmienić termin instalacji usługi;zmiana wizyty technika
chciałem zmienić termin instalacji z mojego zamówienia;zmiana terminu wizyty
chciałem zmienić termin montażu;zmiana terminu wizyty
chciałem zmienić termin montażu usługi;zmiana terminu wizyty
chciałem zmienić termin na piąty instalacja internetu w eltra;zmiana wizyty technika
chciałem zmienić termin podłączenia telewizji internetu na następny dzień bo jestem w pracy no nie wyrobię się;zmiana terminu wizyty
chciałem zmienić termin rozpoczęcia usługi;zmiana terminu wizyty
chciałem zmienić termin spotkania;zmiana wizyty technika
chciałem zmienić termin wizyty bo miał przyjść mechanik wymienić dekoder;dtv
chciałem zmienić termin wizyty montera;zmiana terminu wizyty
chciałem zmienić termin wizyty tych zamachowców;zmiana wizyty technika
chciałem zmienić termin wypowiedzenia umowy;zmiana terminu wizyty
chciałem zmienić wizytę;zmiana terminu wizyty
chciałem zmienić zmienić 4 jpy na miejscu opłaty za za abonament z vectry;saldo
chciałem znać saldo rachunku swojego;saldo
chciałem zrezygnować;rezygnacje
chciałem zrezygnować cinema jednej usługi;rezygnacje
chciałem zrezygnować cinemax;rezygnacje
chciałem zrezygnować schaby o a pozostałe pozostało umowę przedłużyć;rezygnacje
chciałem zrezygnować wypowiedzieć umowę;rezygnacje
chciałem zrezygnować z aplikacji via play;rezygnacje
chciałem zrezygnować z dodatkowej usługi;rezygnacje
chciałem zrezygnować z internetu;rezygnacje
chciałem zrezygnować z jednego pakietu;rezygnacje
chciałem zrezygnować z jednej usługi;rezygnacje
chciałem zrezygnować z pakietu canal selekt abonament;rezygnacje
chciałem zrezygnować z pakietu erotycznego;rezygnacje
chciałem zrezygnować z pakietu platynowego ale ja bym chciał bezpośrednio rozmawiać z kimś;rezygnacje
chciałem zrezygnować z pakietu siciny mac z którego w tej chwili korzysta;rezygnacje
chciałem zrezygnować z play;rezygnacje
chciałem zrezygnować z tego usługi dyrektywa skończył mi się czerwin;rezygnacje
chciałem zrezygnować z telefonu;rezygnacje
chciałem zrezygnować z telewizji;rezygnacje
chciałem zrezygnować z telewizji i kupić internet;rezygnacje
chciałem zrezygnować z umowy;rezygnacje
chciałem zrezygnować z umowy bądź przenieść;rezygnacje
chciałem zrezygnować z umowy internetu;rezygnacje
chciałem zrezygnować z umowy jednej;rezygnacje
chciałem zrezygnować z umowy która rzędzie przed chwilą;rezygnacje
chciałem zrezygnować z umowy na świadczenie usług;rezygnacje
chciałem zrezygnować z umowy podpisałem a tu przeczytałem bo podpisywałem na dworze i;rezygnacje
chciałem zrezygnować z umowy z vectrą;rezygnacje
chciałem zrezygnować z usług;rezygnacje
chciałem zrezygnować z usług vectry;rezygnacje
chciałem zrezygnować z usługi;rezygnacje
chciałem zrezygnować z usługi internet plus z ubezpieczenia internet plus;rezygnacje
chciałem zrezygnować z usługi podłączone efekt na ptasiej 41 mieszkanie 17;rezygnacje
chciałem zrezygnować z usługi vectry;rezygnacje
chciałem zrezygnować z vectry;rezygnacje
chciałem zrezygnować z waszych usług;rezygnacje
chciałem zrezygnować z zawartej umowy kilka dni temu;rezygnacje
chciałem zrezygnować ze swojej umowy;rezygnacje
chciałem zrobić odstąpienia od umowy;odstąpienie
chciałem zwrócić router;internet stacjonarny
chciałem zwrócić sprzęt;zwrot sprzętu
chciałem zwrócić sprzęt i nie wiem gdzie;zwrot sprzętu
chciałem zwrócić sprzęt po zakończonej umowie;zwrot sprzętu
chciałem zwrócić sprzęt ponieważ rozwiązałem z państwem umowę;zwrot sprzętu
chciałem żeby mi przysyłano z powrotem fakturę to papierową;płatności
chciałem żeby państwo przysłali mi rachunki do dopłacenia miesięcznych rat za kablówkę;saldo
chciałem żeby przekierować mi do odpowiedniego konsultanta od spraw salda;saldo
chciałem żebyście mi przysłali druki na opłaty;saldo
chciało by podłączyć internet w domu;internet stacjonarny
chciały nowe blankiety;płatności
chcieli by żeby pani mnie powiedziała czemu tak że mam płacić 75 złotych faktura przyszła na 89;płatności
chcieliśmy oddać sprzęt ponieważ zrezygnowaliśmy z umowy;zwrot sprzętu
chcieliśmy odwołać wizytę;zmiana wizyty technika
chcieliśmy w sprawie umowy o telefon komórkowy;telefon mobiny
chcieliśmy wyjaśnić po prostu bo dostaliśmy smsa że mamy zwrócić sprzęt który został zwrócony zapłacić kary;zwrot sprzętu
chcieliśmy zrobić cesję umowie;cesja
chechło wifi;internet stacjonarny
chociaż telewizor;dtv
chociaż telewizor o telewizja;dtv
chocz dekoder nie odbiera;dtv
choć ja mieszkam na tęczowym 800 przez 2 i w ogóle nie działa mi dekoder tego nie wiem co się stało ale dekoder od telewizora;dtv
choć w sprawie pilota pilot nie działa;dtv
chodzi bardziej o telewizję pilot nie działa;dtv
chodzi brak sygnału w telewizji;dtv
chodzi chciałabym zrezygnować z netflixa;rezygnacje
chodzi chodzi chodzi o telewizję;dtv
chodzi chodzi mi o danie dekodera;dtv
chodzi chodzi mi o to że mam pilot mi nie przerzuca;dtv
chodzi chodzi mi o to żeby przyszedł ktoś do mnie bo mnie dekoder nie działa i nie mogę podłączyć dekodera;dtv
chodzi chodzi o brak programów;dtv
chodzi chodzi o rachunek;saldo
chodzi chodzi o telewizję nie ma żadnego programu;dtv
chodzi chodzi o telewizję vectra i;dtv
chodzi chodzi o to że ja nie dostaję rachunku w ogóle tu tu już dzwoniłem w tej sprawie;saldo
chodzi chodzi o to że mama nie dostała rachunków nadpłaty za podpisaną umowę;saldo
chodzi chodzi o to że nie ma programów od poniedziałku telewizji;dtv
chodzi chodzi o właśnie o saldo o rachunek no i chciałabym z człowiekiem porozmawiać nie nie nie z maszyną;saldo
chodzi chodzi właśnie o telewizor dekoder chyba jest nie tak z miesiąc nie mam nie mam telewizora;dtv
chodzi czy nie ma jakiejś problemu z zakłóceniem sygnału go kiepsko mi odbiera telewizor na jednym z dekoderów;dtv
chodzi generalnie o telewizję i chodzi o blankiety z kodem kreskowym o przysłanie tych blankietów;dtv
chodzi internet na telefon komórkowy bo mam abonament w vectrze;internet mobilny
chodzi konkretnie o dekoder który jest podłączony do;dtv
chodzi konkretnie o dekoder od telewizora;dtv
chodzi konkretnie o przepisanie umowy na moje imię ma czeska elżbieta głubczyce aleja śląska;cesja
chodzi konkretnie o wifi;internet stacjonarny
chodzi kupiłem nowy telewizor nie i teraz nie mogę go nastroić troszczy zgłasza dawać ognia nie wiem;dtv
chodzi ma ma ten rady boże o wifi;internet stacjonarny
chodzi mi bo telewizor mi coś nie nie odbiera mam na ekranie dekodera ha;dtv
chodzi mi chodzi mi o bo dzwonili że jestem tam zaległe sprawy że nie oddałam dekoderu chciałem się zapytać bo;dtv
chodzi mi czy dekoder jest telewizor jest stary czy trzeba dokupić dekoder jeśli mam sygnału;dtv
chodzi mi dokładnie o dekoder z nagrywaniem;dtv
chodzi mi halo chodzi mi o rachunek nie dostałam do tej pory rachunku z vectry;saldo
chodzi mi jakie mam tam zaległość do zapłaty;windykacja
chodzi mi karta sim;telefon mobilny
chodzi mi kiedy będzie telewizja w świnoujściu;dtv
chodzi mi kiedy przyjdą rachunki bieżące za opłacę kablówki cicho;saldo
chodzi mi konkretnie o pierwszy wysłany przez państwa rachunek oczywiście cały plik na cały rok jest wysłany ale chodzi mi o ten 1;saldo
chodzi mi o abonament kablówki nie mam od dwóch tygodni programów kablowych;dtv
chodzi mi o adres ip;internet stacjonarny
chodzi mi o aktywację telewizji;dtv
chodzi mi o aktywnie karty sim rachunki;saldo
chodzi mi o awarię awarię chciałem zapytać czy nie mam telewizji;dtv
chodzi mi o awarię dekodera;dtv
chodzi mi o awarię telewizji;dtv
chodzi mi o awarię w kaliszu czy jest jakiś problem z odbiorem telewizji naziemnej;dtv
chodzi mi o bezpieczny internet;bezpieczny internet
chodzi mi o bezpieczny internet vectra;bezpieczny internet
chodzi mi o blankiet wpłat na nowy rok;płatności
chodzi mi o blankiety;płatności
chodzi mi o blankiety do opłaty vectry;płatności
chodzi mi o blankiety do wpłat;płatności
chodzi mi o blankiety do zapłaty kiedy będą przysłany do klientów;płatności
chodzi mi o blankiety dopłat do zapłacenia za ten za usługę;płatności
chodzi mi o blankiety na na ten rok bo nie mam blankietu ostatnie zapłaciłam w grudniu;płatności
chodzi mi o blankiety na zapłatę opłatę abonamentu;płatności
chodzi mi o blankiety nowe do wpłacania na opłaty co miesięczne;płatności
chodzi mi o blankiety płatniczy;płatności
chodzi mi o blankiety rachunków;płatności
chodzi mi o bloczki do zapłaty vectry;saldo
chodzi mi o brak brak programów po zainstalowaniu dekoderów;dtv
chodzi mi o brak faktury za styczeń;płatności
chodzi mi o brak hbo który mam w pakiecie;hbo
chodzi mi o brak mi jest przekazów żebym mógł dokonać wpłaty opłaty za internet i za telewizję;saldo
chodzi mi o brak odbioru telewizji vectra w suwałkach klonowa 45 mieszkanie 26;dtv
chodzi mi o brak połączenia internetu i;internet stacjonarny
chodzi mi o brak programów po wymianie dekodera;dtv
chodzi mi o brak programów w telewizji vectra;dtv
chodzi mi o brak telewizji kablowej toruń;dtv
chodzi mi o cały roczny wydruk faktury potrzebnymi do rozliczenia;płatności
chodzi mi o cesja umowy;cesja
chodzi mi o chciałem się dowiedzieć kiedy zostanie włączony numer telefonu komórkowego;telefon mobiny
chodzi mi o czy zapłacone rachunki ma pani lucyna wieliczka;saldo
chodzi mi o dalsze płacenie na rok dwudziesty drugi nie mam żadnej wiadomości jaka jest opłata czy pozostaje bez zmian czy jest zmiana;saldo
chodzi mi o dekoder;dtv
chodzi mi o dekoder bo jest popsuty jest do wymiany;dtv
chodzi mi o dekoder bo na ekranie telewizora wyświetla się błąd 0 wszystko sprawdzałam i nie działa;dtv
chodzi mi o dekoder chcę zlikwidować;dtv
chodzi mi o dekoder czy ja muszę mieć dekoder czy nie musi mieć;dtv
chodzi mi o dekoder do drugiego pokoju dekoder wychodzi drugi lekty;dtv
chodzi mi o dekoder do kończy mi się zepsuł bo mam ten obraz jest a nie ma głosu;dtv
chodzi mi o dekoder do podłączenia drugiego telefonu w drugim pokoju mam tylko 1;dtv
chodzi mi o dekoder do telewizji;dtv
chodzi mi o dekoder do telewizora;dtv
chodzi mi o dekoder do telewizora do vectry;dtv
chodzi mi o dekoder do wymiany bo się popsuł;dtv
chodzi mi o dekoder dzisiaj mam założony ale jakiejś coś jest błąd formatu nie obsługiwane formaty audio wideo;dtv
chodzi mi o dekoder jest awaria ta sama co kiedyś była po wymianie dekodera;dtv
chodzi mi o dekoder który posiadam bo wyłączyli mi się w ogóle czarny;dtv
chodzi mi o dekoder który w tej chwili i między cały czas by sylwestra mi hasło że brak jest sygnału;dtv
chodzi mi o dekoder który zostałem żebym tu miałem zamontowany;dtv
chodzi mi o dekoder mi;dtv
chodzi mi o dekoder mi się zepsuł;dtv
chodzi mi o dekoder mi wysiadł halo;dtv
chodzi mi o dekoder nie działa;dtv
chodzi mi o dekoder nie mogę go z powrotem włączyć;dtv
chodzi mi o dekoder nie przełancza mi na multimedia;dtv
chodzi mi o dekoder nowy dekoder starych telewizorów;dtv
chodzi mi o dekoder o wymianę dekodera bo mi się popsuł;dtv
chodzi mi o dekoder pobrałem dekoder i nie mogę się podłączyć telewizora nie mam obrazu w ogóle;dtv
chodzi mi o dekoder przestał mi działać dekoder;dtv
chodzi mi o dekoder się zawiesza i nie mogę go uruchomić;dtv
chodzi mi o dekoder smak nie mogę nie mogę podłączyć;dtv
chodzi mi o dekoder telewizji telewizji kablowej;dtv
chodzi mi o dekoder telewizyjny;dtv
chodzi mi o dekoder uszkodzony dekoder;dtv
chodzi mi o dekoder żeby dacie mi nowy czy ja mam kupić sama;dtv
chodzi mi o do od dekoder 3 razy od dwunastego grudnia 3 razy się wyłącza;dtv
chodzi mi o dodatkową usługę polsat sport genius;polsat
chodzi mi o dodatkowy dekoder;dtv
chodzi mi o dostęp do strefy wifi;internet stacjonarny
chodzi mi o dostępność kanału;dtv
chodzi mi o dostępu do hb;hbo
chodzi mi o druczki do zapłaty;saldo
chodzi mi o druczki na opłaty;saldo
chodzi mi o druczki na płatność;saldo
chodzi mi o druczki o rachunek do zapłaty za nowy rok już za dwa tysiące dwudziesty drugi;saldo
chodzi mi o drugie do zapłaty miesięcznej nie mam druku;saldo
chodzi mi o druk i żeby mi przysłano drugi do zapłaty;saldo
chodzi mi o druk rachunków;saldo
chodzi mi o druki opłat na bieżący rok dwudziesty drugi będą przysłany;płatności
chodzi mi o druki opłaty;saldo
chodzi mi o drukowane rachunki;saldo
chodzi mi o dział finansowy o płatności udział w naszym;saldo
chodzi mi o dział płatności;saldo
chodzi mi o dział płatności o rachunek żeby wyjaśnić rachunek;saldo
chodzi mi o fakturę;płatności
chodzi mi o fakturę aktualną;płatności
chodzi mi o fakturę bo nie dostałam i chciałabym się dowiedzieć jaka suma do zapłacenia jest;płatności
chodzi mi o fakturę brak faktury nie przysłana została faktura;płatności
chodzi mi o fakturę chciałabym porozmawiać o podwyżka podwyżkę;płatności
chodzi mi o fakturę chciałem się dowiedzieć na temat faktury bo dostałam fakturę i chciałem to wyjaśnić;płatności
chodzi mi o fakturę czy zostały wysłane za luty;płatności
chodzi mi o fakturę halo halo halo;płatności
chodzi mi o fakturę ile nową umowę;płatności
chodzi mi o fakturę kiedy dostaniemy żeby zapłacić kabel;płatności
chodzi mi o fakturę którą dostałam to jest nadpłata o co tu wreszcie chodzi 100 nadpłatą;płatności
chodzi mi o fakturę którą dostałam wygląda na to że ja mam mnie że muszę że mam 1 miesiąc niezapłacony o to mi chodzi;płatności
chodzi mi o fakturę którą dostałam za be;płatności
chodzi mi o fakturę którą otrzymałam za styczeń że mam naliczone pierwszej pozycji;płatności
chodzi mi o fakturę której nie dostałam;płatności
chodzi mi o fakturę o rachunek;płatności
chodzi mi o fakturę o termin o płatności;płatności
chodzi mi o fakturę ostatnią co otrzymałam z vectry;płatności
chodzi mi o fakturę płatności;płatności
chodzi mi o fakturę płatności za vectry mieszkałem w radomiu;płatności
chodzi mi o fakturę przyszłemu;płatności
chodzi mi o fakturę vat;płatności
chodzi mi o fakturę vat za styczeń dzień dobry;płatności
chodzi mi o fakturę wystawienie do rozliczenia podatku za internet;płatności
chodzi mi o fakturę za którą zapłaciłem jedenastego stycznia na kwotę 295 zł i 56 groszy;płatności
chodzi mi o fakturę za styczeń;płatności
chodzi mi o fakturę za styczeń której nadal nie dostałam;płatności
chodzi mi o fakturę za telewizję;płatności
chodzi mi o fakturę zwiększoną;płatności
chodzi mi o fakturę żeby coś źle po naliczali;płatności
chodzi mi o faktury;płatności
chodzi mi o faktury jakie dostałam do zapłaty;płatności
chodzi mi o faktury jakie mam usługi;płatności
chodzi mi o faktury kiedy biegły kiedy będę faktury od stycznia;płatności
chodzi mi o faktury które przysyłać nie mam już no właśnie faktury do opłacenia vectry;płatności
chodzi mi o faktury na na nowy rok za internet;płatności
chodzi mi o faktury na nowy rok chcę opłacić już a jeszcze ich nie dostałam czy jest jakieś opóźnienie;płatności
chodzi mi o faktury nie dostałem za miesiąc luty;płatności
chodzi mi o faktury nie mam jeszcze faktur od stycznia;płatności
chodzi mi o faktury niedoszły nowe;płatności
chodzi mi o faktury proszę panią;płatności
