customerInput;category
zmieniæ has³o internetowe;internet stacjonarny
zmieniæ has³o swojego routera wisi;internet stacjonarny
zmieniæ ip;internet stacjonarny
zmieniæ numer ip;internet stacjonarny
zmieniæ numer posiada telefonu komórkowego;telefon mobilny
zmieniæ pakiet telewizji;dtv
zmieniæ pakiet telewizji internetu;dtv
zmieniæ przesy³kê faktury papierowej elektroniczn¹;p³atnoœci
zmieniæ swój pakiet telewizji internet;dtv
zmieniæ termin;zmiana terminu wizyty
zmieniæ termin godziny us³ugi dwunast¹ czternast¹;zmiana terminu wizyty
zmieniæ termin instalacji;zmiana terminu wizyty
zmieniæ termin instalacji dekodera;zmiana wizyty technika
zmieniæ termin instalacji faktury;zmiana wizyty technika
zmieniæ termin instalacji mieszkaniu jutrzejszy;zmiana wizyty technika
zmieniæ termin instalacji internetu;zmiana terminu wizyty
zmieniæ termin instalacji pakietu;zmiana terminu wizyty
zmieniæ termin instalacji routera;zmiana wizyty technika
zmieniæ termin instalacji sprzêtu;zmiana terminu wizyty
zmieniæ termin instalacji telewizyjnej;zmiana wizyty technika
zmieniæ termin instalacji urz¹dzenia;zmiana terminu wizyty
zmieniæ termin instalacji us³ug;zmiana terminu wizyty
zmieniæ termin instalacji us³ugi;zmiana terminu wizyty
zmieniæ termin monta¿u;zmiana terminu wizyty
zmieniæ termin monta¿u monta¿u;zmiana wizyty technika
zmieniæ termin monta¿u us³ug;zmiana wizyty technika
zmieniæ termin monta¿u us³ugi;zmiana terminu wizyty
zmieniæ termin realizacji zamówienia;zmiana wizyty technika
zmieniæ termin wci¹¿ zapytaæ terminie stacji;zmiana terminu wizyty
zmieniæ termin wizyty;zmiana terminu wizyty
zmieniæ termin wizyty instalacji us³ug;zmiana wizyty technika
zmieniæ termin wizyty montera;zmiana terminu wizyty
zmieniæ termin wizyty pod³¹czenie internetu;zmiana terminu wizyty
zmieniæ termin wizyty technika;zmiana terminu wizyty
zmieniæ termin wizyty celu instalacji internetu;zmiana terminu wizyty
zmieniæ termin za³o¿enia dekodera modemu;zmiana terminu wizyty
zmieniæ umowê zrezygnowaæ telefonu umowie;rezygnacje
zmieniæ warunki umowy wymieniæ dekoder;dtv
zmieniæ wifi has³o;internet stacjonarny
zmieniæ wizytê technika datê wizyty technika;zmiana terminu wizyty
zostaæ ksi¹¿eczkê op³at abonamentowych miesi¹c dosta³em;p³atnoœci
zrezygnowaæ;rezygnacje
zrezygnowaæ koñczy abonament;rezygnacje
zrezygnowaæ dekodera;rezygnacje
zrezygnowaæ zamówionej us³ugi;rezygnacje
zrezygnowaæ z³o¿onego zamówienia;rezygnacje
zrezygnowaæ;rezygnacje
zrezygnowaæ multiroom;rezygnacje
zrezygnowaæ schaby canal plus;rezygnacje
zrezygnowaæ aktywacji pakietu wbija play;rezygnacje
zrezygnowaæ bio;rezygnacje
zrezygnowaæ canal plus;rezygnacje
zrezygnowaæ dodatkowej us³ugi;rezygnacje
zrezygnowaæ dodatkowych us³ug;rezygnacje
zrezygnowaæ dotychczasowej umowy;rezygnacje
zrezygnowaæ hbo;rezygnacje
zrezygnowaæ hbo;rezygnacje
zrezygnowaæ internetu;rezygnacje
zrezygnowaæ internetu koñczy poniedzia³ek;rezygnacje
zrezygnowaæ jasnej;rezygnacje
zrezygnowaæ jednego dekodera;rezygnacje
zrezygnowaæ jednego pakietu;rezygnacje
zrezygnowaæ jednego p³aciæ pakietów posiadam;rezygnacje
zrezygnowaæ jednego pakietów;rezygnacje
zrezygnowaæ jednego waszych propozycji waszych;rezygnacje
zrezygnowaæ jednej karty telewizora obecnie;rezygnacje
zrezygnowaæ jednej umowy;rezygnacje
zrezygnowaæ jednej us³ugi;rezygnacje
zrezygnowaæ jednej us³ug;rezygnacje
zrezygnowaæ jednej us³ug zakupiæ hbo;rezygnacje
zrezygnowaæ jednej us³ug posiadam;rezygnacje
zrezygnowaæ kana³u;rezygnacje
zrezygnowaæ multiroom;rezygnacje
zrezygnowaæ niektórych us³ug przysz³ego okresu;rezygnacje
zrezygnowaæ nowej umowy;rezygnacje
zrezygnowaæ oferty;rezygnacje
zrezygnowaæ pakietów umowy;rezygnacje
zrezygnowaæ pakietu;rezygnacje
zrezygnowaæ pakietu canal plus presti¿;rezygnacje
zrezygnowaæ pakietu hbo;rezygnacje
zrezygnowaæ pakietu hbo;rezygnacje
zrezygnowaæ pakietu zdedy;rezygnacje
zrezygnowaæ pakietu kana³ plus;rezygnacje
zrezygnowaæ pakietu retry erotycznego;rezygnacje
zrezygnowaæ pañstwa us³ug;rezygnacje
zrezygnowaæ pañstwa us³ugi;rezygnacje
zrezygnowaæ pewnych us³ug pakietów telewizyjnych;rezygnacje
zrezygnowaæ seksu;rezygnacje
zrezygnowaæ serwisu macie od³o¿yæ godzina;rezygnacje
zrezygnowaæ telewizji;rezygnacje
zrezygnowaæ telewizji internet;rezygnacje
zrezygnowaæ telewizji internetu izbê mo¿liwoœæ;rezygnacje
zrezygnowaæ telewizji kablowej;rezygnacje
zrezygnowaæ telewizji wiem koñczy umowa;rezygnacje
zrezygnowaæ telewizji;rezygnacje
zrezygnowaæ trwaj¹cej umowy;rezygnacje
zrezygnowaæ umowy;rezygnacje
zrezygnowaæ umowy proszê przekierowaæ konsultanta;rezygnacje
zrezygnowaæ umowy internet stacjonarny;internet stacjonarny
zrezygnowaæ umowy przed³u¿aæ;rezygnacje
zrezygnowaæ umowy sprzeda¿y mieszkañ;rezygnacje
zrezygnowaæ umowy zwróciæ sprzêt;rezygnacje
zrezygnowaæ us³ug;rezygnacje
zrezygnowaæ us³ug dodatkowych;rezygnacje
zrezygnowaæ us³ug œwiadczonych;rezygnacje
zrezygnowaæ us³ug;rezygnacje
zrezygnowaæ us³ug telefonu internetu;rezygnacje
zrezygnowaæ us³ug;rezygnacje
zrezygnowaæ us³ugi;rezygnacje
zrezygnowaæ us³ugi bip;rezygnacje
zrezygnowaæ us³ugi dodatkowe;rezygnacje
zrezygnowaæ us³ugi;rezygnacje
zrezygnowaæ us³ugi via play;rezygnacje
zrezygnowaæ us³ugi play;rezygnacje
zrezygnowaæ us³ugi w³¹cz¹;rezygnacje
zrezygnowaæ waszej telewizji;rezygnacje
zrezygnowaæ waszych us³ug;rezygnacje
zrezygnowaæ waszych ekspresie;rezygnacje
zrezygnowaæ zamówienia;rezygnacje
zrezygnowaæ zamówienia za³¹czenie nowego internetu;rezygnacje
zrezygnowaæ zamówienia us³ugi;rezygnacje
zrezygnowaæ zerwania umowy;rezygnacje
zrobiæ cesjê umowê internet mieszkaniu;cesja
zrobiæ cesjê umowy;cesja
zwiêkszyæ moc sygna³u wifi;internet stacjonarny
zwiêkszyæ si³ê wifi;internet stacjonarny
zwróciæ sprzêt;zwrot sprzêtu
zwróciæ sprzêt jakiej formie mogê zrobiæ jakiej miejscowoœci;zwrot sprzêtu
zwróciæ sprzêt paczk¹ matem wiem zrobiæ;zwrot sprzêtu
zwróciæ sprzêt rozwi¹zaniu umowy;zwrot sprzêtu
zwróciæ sprzêt wygaœniêciu umowy;zwrot sprzêtu
zwróciæ urz¹dzenia abonenckie wypowiedzia³am umowê;zwrot sprzêtu
zwróciæ urz¹dzenie;zwrot sprzêtu
konsultant sprawdzi³ jedn¹ fakturê p³aci³em zaznaczone;p³atnoœci
wymieniono modem wifi;internet stacjonarny
wiedzia³ adres it b¹dŸ znam peselu b¹dŸ zwiniêcie adres ip;internet stacjonarny
prostu dowiedzieæ telefonu stacjonarnego;telefon stacjonarny
telewizja koñcu internetowa zaczê³a dzia³aæ;tv online
¿ebyœcie zmienili ip ip router;internet stacjonarny
chcia³em aktywowaæ telewizja;dtv
chcia³em aktywowaæ us³ugê tidal premium;tidal
chcia³em interesowaæ zrezygnowaæ umowy;rezygnacje
chcia³em chcia³em dowiedzieæ koñczy zap³aci³em œwiat zap³aciæ abonament;dtv
chcia³em czêœciowo wypowiedzieæ umowê;rezygnacje
chcia³em dekoder zmieniæ;dtv
chcia³em konsultanta przenieœæ;przeniesienie us³ug
chcia³em dojœæ osoby mog³a prostu ostatnio ogóle zaleg³oœci chcia³em uregulowaæ mailem;windykacja
chcia³em dokupiæ dodatkowy pakiet komórki;telefon mobiny
chcia³em dowiedzieæ dosta³em rachunek;saldo
chcia³em dowiedzieæ p³aci³a miesiêcznie telefon komórkowy;telefon mobiny
chcia³em dowiedzieæ status przeniesienia numeru;przeniesienie us³ug
chcia³em dowiedzieæ kosztach przeniesienia us³ug adres;przeniesienie us³ug
chcia³em dowiedzieæ status mojej umowy;status zg³oszenia
chcia³em dowiedzieæ zerwanie umowy;rezygnacje
chcia³em dzien chcia³em dowiedzieæ dekoderem bêdziemy musieli wymienia p³atne;dtv
chcia³em dokupiæ telefon komórkowy abonament;telefon mobilny
chcia³em faktury;p³atnoœci
chcia³em przyjd¹ rachunki miesi¹c dwutysiêczny drugi;saldo
chcia³em ksiê¿y zap³aty dosta³am;saldo
chcia³em kwestii zad³u¿enia;windykacja
chcia³em kwoty faktury;p³atnoœci
chcia³em temat zwrotu nadp³aty konsultanta przekierowaæ sprawy;saldo
chcia³em umie dostaæ wifi telefon;internet stacjonarny
chcia³em pytaæ przyjd¹ rachunki miesi¹c d¹bcze;saldo
chcia³em tyle dekoder;dtv
chcia³em odblokowaæ konto sp³acie reszty zaleg³oœci;windykacja
chcia³em oddaæ router;internet stacjonarny
chcia³em oddaæ sprzêt;zwrot sprzêtu
chcia³em oddaæ sprzêt porozmawiaæ nocie odsetkowej;zwrot sprzêtu
chcia³em odebraæ dekoder zak³adu;dtv
chcia³em odnoœnie dekodera nagrywarko;dtv
chcia³em odnoœnie rachunku przys³anie rachunku zap³aty;saldo
chcia³em odst¹piæ umowy;odst¹pienie
chcia³em odst¹piæ zawartej umowy;odst¹pienie
chcia³em odwo³aæ instalacje;brak wizyty technika
chcia³em odwo³aæ mojego numeru windykacjê;brak wizyty technika
chcia³em odwo³aæ konsultanta mia³ przyjmo mia³em kana³ów chwili kana³y w³¹czymy g³owy telewizorach;brak wizyty technika
chcia³em odwo³aæ kontakt wizyty serwisanta;brak wizyty technika
chcia³em odwo³aæ pod³¹czenie;brak wizyty technika
chcia³em odwo³aæ technika przyjechaæ;brak wizyty technika
chcia³em odwo³aæ techników telewizor naprawi³;brak wizyty technika
chcia³em odwo³aæ mechanika karty karta zaczê³a dzia³aæ powrotem;brak wizyty technika
chcia³em odwo³aæ wizytê dzisiejsz¹ technika;brak wizyty technika
chcia³em odwo³aæ wizytê serwisanta godzina czternast¹ szesnast¹;brak wizyty technika
chcia³em odwo³aæ wizyty technika;brak wizyty technika
chcia³em odzyskaæ has³o has³o wifi routerem wifi;internet stacjonarny
chcia³em ofertê chcia³em dekoder;dtv
chcia³em ogl¹daæ telewizjê;dtv
chcia³em otrzymaæ fakturê;p³atnoœci
chcia³em prostu spytaæ otrzyma³em rachunki abonament;saldo
chcia³em podaæ pesel telewizji;dtv
chcia³em poinformowaæ op³aci³em op³aty potrzebn¹ któr¹ chcieli pañstwo ode zwindykowaæ wiem pañstwo nagrywaj¹ mówiê;saldo
chcia³em poinformowaæ zad³u¿enie zosta³o uregulowane dniu dzisiejszym;windykacja
chcia³em poprawiæ rozliczenie faktury;p³atnoœci
chcia³em porozmawiaæ temat oddania dekoderów zamkniêciu umowy;dtv
chcia³em porozmawiaæ temat op³at;p³atnoœci
chcia³em porozmawiaæ temat ostatniej faktury;p³atnoœci
chcia³em porozmawiaæ temat pakietu hb;hbo
chcia³em porozmawiaæ temat przeniesienia umowy;przeniesienie us³ug
chcia³em porozmawiaæ temat przeniesienia us³ug;przeniesienie us³ug
chcia³em porozmawiaæ temat salda;saldo
chcia³em porozmawiaæ temat wysokoœci ostatniego rachunku;saldo
chcia³em porozmawiaæ hbo;hbo
chcia³em porozmawiaæ rezygnacji umowy;rezygnacje
chcia³em porozmawiaæ rozwi¹zanie umowy;rezygnacje
chcia³em porozmawiaæ ustawienia dekodera;dtv
chcia³em porozmawiaæ mojego zad³u¿enia;windykacja
chcia³em porozmawiaæ przeniesienia us³ug;przeniesienie us³ug
chcia³em porozmawiaæ rachunku;saldo
chcia³em powiedzieæ wczoraj telewizji;dtv
chcia³em powiedzieæ niedawno za³o¿ony nowy dekoder prostu w³¹cza;dtv
chcia³em prosiæ kontakt osob¹ temat op³at rachunku;p³atnoœci
chcia³em prosiæ nowy bloczki zap³aty rachunku;saldo
chcia³em prosiæ przyjœcie specjalisty telewizor popsu³;dtv
chcia³em prosiæ zmianê terminu;zmiana terminu wizyty
chcia³em mówisz temat op³aty telewizjê konkretnie fakturê;saldo
chcia³em przekazaæ faktura przysz³a podwójnie zap³aci³em wiem zrobiæ t¹ faktur¹ dziêkujê;p³atnoœci
chcia³em prze³o¿yæ termin;zmiana terminu wizyty
chcia³em prze³o¿yæ termin instalacji;zmiana wizyty technika
chcia³em prze³o¿yæ termin monta¿u;zmiana terminu wizyty
chcia³em prze³o¿yæ termin wizyty instalatora;zmiana wizyty technika
chcia³em prze³o¿yæ wizytê;zmiana terminu wizyty
chcia³em prze³o¿yæ wizytê monta¿u;zmiana wizyty technika
chcia³em prze³o¿yæ wizytê montera;zmiana terminu wizyty
chcia³em prze³o¿yæ wizytê technika;zmiana terminu wizyty
chcia³em prze³o¿yæ wizyty montera;zmiana terminu wizyty
chcia³em przenieœæ;przeniesienie us³ug
chcia³em przenieœæ internet;przeniesienie us³ug
chcia³em przenieœæ komórkê sumie korzystam us³ug komórka;przeniesienie us³ug
chcia³em przenieœæ numer;przeniesienie us³ug
chcia³em przenieœæ numer us³ugê adres;przeniesienie us³ug
chcia³em przenieœæ us³ugi innego miasta;przeniesienie us³ug
chcia³em przenieœæ us³ugê;przeniesienie us³ug
chcia³em przenieœæ us³ugi;przeniesienie us³ug
chcia³em przenieœæ us³ugi adres;przeniesienie us³ug
chcia³em przenieœæ us³ugi ¿onê;przeniesienie us³ug
chcia³em przepisaæ umowê;cesja
chcia³em przywróciæ numer telefon komórkowy;telefon mobiny
chcia³em reklamowaæ fakturê;p³atnoœci
chcia³em rozbicie faktura;p³atnoœci
chcia³em rozmawiaæ temat ci¹g chcia³em rozmawiaæ temat salda chcia³em rozmawiaæ temat salda;saldo
chcia³em rozmawiaæ temat faktury któr¹ otrzyma³em;p³atnoœci
chcia³em rozmawiaæ temat op³at abonamentowych;p³atnoœci
chcia³em rozmawiaæ temat przeniesienia us³ug;przeniesienie us³ug
chcia³em rozmawiaæ temat rachunku;saldo
chcia³em rozmawiaæ temat telewizji ¿orach dzieje;dtv
chcia³em rozmawiaæ temat wypowiedzenia umowy;rezygnacje
chcia³em rozmawiaæ temat wypowiedzenia umowy internetu telefonicznego;rezygnacje
chcia³em rozmawiaæ rozwi¹zanie umowy;rezygnacje
chcia³em rozmawiaæ op³at;p³atnoœci
chcia³em rozmawiaæ uszkodzenia technicznego sygna³u drugi telewizor;dtv
chcia³em rozmawiaæ dzia³em windykacji;windykacja
chcia³em rozmawiaæ wyt³umaczy bzdurne faktury dostajê;p³atnoœci
chcia³em rozmawiaæ temat rachunku mia³am zaleg³oœæ zosta³o uregulowane prostu kablówka zosta³a ponownie pod³¹czona;saldo
chcia³em rozwi¹zaæ umowê;rezygnacje
chcia³em rozwi¹zaæ umowê zosta³a zawarta minê³o dni zawarcia umowy telefon;rezygnacje
chcia³em rozwi¹zaæ umowê eleven;rezygnacje
chcia³em rozwi¹zaæ umowê internet;rezygnacje
chcia³em rozwi¹zaæ umowê telefon;rezygnacje
chcia³em rozwi¹zaæ umowê;rezygnacje
chcia³em rozwi¹zaæ umowê wzglêdu sprzeda¿;rezygnacje
chcia³em rozwi¹zaæ umowy œwiadczenie us³ug;rezygnacje
chcia³em dodzwoniæ dzia³u windykacji p³acenia rachunków;windykacja
chcia³em dowiedzieæ multimedia telewizjê czeœæ;dtv
chcia³em dowiedzieæ mogê telewizorze odbieraæ hbo;hbo
chcia³em dowiedzieæ mogê ogl¹daæ hbo telewizorze swoim;hbo
chcia³em dowiedzieæ rachunkiem;p³atnoœci
chcia³em dowiedzieæ zmar³ moj¹ kart¹ sim telefonu komórkowego;telefon mobilny
chcia³em dowiedzieæ dzieje telewizj¹ internetem kielcach ulicy jagielloñskiej;dtv
chcia³em dowiedzieæ temat faktury;p³atnoœci
chcia³em dowiedzieæ adres ip mojego routera zmienny przesta³y;internet stacjonarny
chcia³em dowiedzieæ wys³ane druki op³aty zap³acone zesz³ego;saldo
chcia³em dowiedzieæ podwy¿ka abonamentu;p³atnoœci
chcia³em dowiedzieæ dziewczyna op³aty;saldo
chcia³em dowiedzieæ bêdziemy mieli jakieœ zmiany zwi¹zku nowym systemem telewizji;dtv
chcia³em dowiedzieæ mogê skorzystaæ telewizorów m¹;dtv
chcia³em dowiedzieæ cyfrowy przekaz telewizji analogowy;dtv
chcia³em dowiedzieæ mo¿liwa zmiana pilota dekodera;dtv
chcia³em dowiedzieæ mogê reaktywowaæ strefy klienta;umowa
chcia³em dowiedzieæ mogê rozwi¹zaæ umowê;rezygnacje
chcia³em dowiedzieæ podwy¿ka nowego chcia³am rachunek zap³aciæ konto nowych rachunków;p³atnoœci
chcia³em dowiedzieæ telewizor pod³¹czyli;dtv
chcia³em dowiedzieæ wp³ynê³o pismo odst¹pienia umowy;odst¹pienie
chcia³em dowiedzieæ zosta³a wys³ana op³at;p³atnoœci
chcia³em dowiedzieæ p³acê telewizjê przeciwnej dzia³ p³aci³em;dtv
chcia³em dowiedzieæ wy¿szy rachunek;saldo
chcia³em dowiedzieæ wy¿szy rachunek miesi¹c skoro podpisa³em umowê powinienem mniej p³aciæ telefon;saldo
chcia³em dowiedzieæ dosta³am miesi¹cu faktury;p³atnoœci
chcia³em dowiedzieæ sygna³u telewizji bystra;dtv
chcia³em dowiedzieæ otrzyma³em ¿adnej wiadomoœci p³atnoœci okres;saldo
chcia³em dowiedzieæ córki dekoderze;dtv
chcia³em dowiedzieæ wa¿noœæ umowy zrezygnowaæ programów;rezygnacje
chcia³em dowiedzieæ kosztowa³a op³ata okresie umowy;saldo
chcia³em dowiedzieæ wynosi³a op³ata rachunek nowe mroku dotychczasowe abonament mojej mamy;saldo
chcia³em dowiedzieæ zap³aciæ charta szyby polega³em;saldo
chcia³em dowiedzieæ zaleg³oœci zap³aty;windykacja
chcia³em dowiedzieæ zap³aciæ fakturê miesi¹c;saldo
chcia³em dowiedzieæ wynosi faktura miesiêczne;p³atnoœci
chcia³em dowiedzieæ dzwoniê programu telewizji;dtv
chcia³em dowiedzieæ d³ugo trwa³a awaria dostêpu telewizji internetu telefonu;dtv
chcia³em dowiedzieæ mogê zrezygnowaæ umowy koñczy;rezygnacje
chcia³em dowiedzieæ rozwi¹zaæ umowê chcia³ ogl¹daæ telewizji;rezygnacje
chcia³em dowiedzieæ mogê zalogowaæ hb;hbo
chcia³em dowiedzieæ op³atami abonament p³aci³am miesi¹c chcia³em dowiedzieæ wygl¹da umie;saldo
chcia³em dowiedzieæ wygl¹da sprawa rezygnacji umowy;rezygnacje
chcia³em dowiedzieæ wygl¹daj¹ op³aty linówek;saldo
chcia³em dowiedzieæ wypowiedzieæ umowê ewentualnie przeniesieniu;rezygnacje
chcia³em dowiedzieæ wysokoœæ rachunku;saldo
chcia³em dowiedzieæ rachunki miesi¹c;saldo
chcia³em dowiedzieæ rachunek;saldo
chcia³em dowiedzieæ kwota rachunku;saldo
chcia³em dowiedzieæ has³o internetu;internet stacjonarny
chcia³em dowiedzieæ klucz internetu dekoder telewizora;dtv
chcia³em dowiedzieæ ceny telewizji kablowej internetem;dtv
chcia³em dowiedzieæ okresem wypowiedzenia;rezygnacje
chcia³em dowiedzieæ abonentem chcia³em dowiedzieæ swój numer numer konta mogê zap³aciæ rachunek us³ugi;saldo
chcia³em dowiedzieæ dostarczone nowy druczki op³aty;saldo
chcia³em dowiedzieæ dostanê nowy rachunki internet telewizjê;saldo
chcia³em dowiedzieæ koñczy umowa us³ugi dekoder nadal dzia³a³;dtv
chcia³em dowiedzieæ mogê rozwi¹zaæ umowê op³at;rezygnacje
chcia³em dowiedzieæ numer konta wp³acaæ pieni¹dze;saldo
chcia³em dowiedzieæ kanale telewizjê rosyjskojêzyczn¹;dtv
chcia³em dowiedzieæ numer roamingu wykorzystania;telefon mobilny
chcia³em dowiedzieæ temat mojego salda op³ata;saldo
chcia³em dowiedzieæ temat p³atnoœci;saldo
chcia³em dowiedzieæ bie¿¹c¹ fakturê;p³atnoœci
chcia³em dowiedzieæ fakturê;p³atnoœci
chcia³em dowiedzieæ faktury zap³aty;p³atnoœci
chcia³em dowiedzieæ moich p³atnoœciach zaleg³oœci;saldo
chcia³em dowiedzieæ zad³u¿eniu;windykacja
chcia³em dowiedzieæ rachunek;saldo
chcia³em dowiedzieæ rachunki;saldo
chcia³em dowiedzieæ konta;saldo
chcia³em dowiedzieæ zad³u¿enia;windykacja
chcia³em dowiedzieæ telewizjê naziemn¹ znaczy kablówkê;dtv
chcia³em dowiedzieæ wielkoœæ op³aty now¹ umowê;saldo
chcia³em dowiedzieæ odnoœnie nowego standardu nadawania telewizji;dtv
chcia³em dowiedzieæ odnoœnie zaleg³oœci koncie;windykacja
chcia³em dowiedzieæ wziê³a kwota mojej fakturze;p³atnoœci
chcia³em dowiedzieæ zrezygnowaæ znad fixa;rezygnacje
chcia³em dowiedzieæ cesji;cesja
chcia³em dowiedzieæ faktury;p³atnoœci
chcia³em dowiedzieæ op³aty;saldo
chcia³em dowiedzieæ telefonu komórkowego;telefon mobiny
chcia³em dowiedzieæ wypowiedzenia umowy dostawê programów telewizyjnych;rezygnacje
chcia³em dowiedzieæ szczegó³ów temat prasa online prezencie;prasa online
chcia³em dowiedzieæ faktur biega zaleg³oœci;windykacja
chcia³em goŸliñskie dzwoniê odnoœnie chcia³em dowiedzieæ rachunku;saldo
chcia³em prostu porozumieæ opiekunem telewizji;dtv
chcia³em po³¹czyæ nadp³aty;saldo
chcia³em po³¹czyæ dzia³em dotycz¹cym wypowiedzenia umowy;rezygnacje
chcia³em porozumieæ przeniesienia telefonu;przeniesienie us³ug
chcia³em skonsultowaæ faktury;p³atnoœci
chcia³em skontaktowaæ faktury w³aœciwie p³atnoœci;p³atnoœci
chcia³em skontaktowaæ rachunku;saldo
chcia³em skontaktowaæ rachunku abonament telewizji kablowej widzê;saldo
chcia³em skontaktowaæ wifi;internet stacjonarny
chcia³em skontaktowaæ technikiem instalowa³ telewizjê internet;dtv
chcia³em spytaæ programów wczoraj;dtv
chcia³em spytaæ mojego konta bankowego mogê op³acaæ rachunek inn¹ osobê zrobiæ;saldo
chcia³em spytaæ awaria dostêpu telewizji kablowej;dtv
chcia³em spytaæ zap³aci³em ostatni rachunek;saldo
chcia³em spytaæ programów wyskakiwa³ telewizja odbiera programów drugi program info;dtv
chcia³em spytaæ telewizji kablowej;dtv
chcia³em spytaæ telewizji internetu;dtv
chcia³em spytaæ zad³u¿enie vectrze;windykacja
chcia³em spytaæ rachunki;saldo
chcia³em spytaæ wys³anie fakturê internet oddziale odliczenia podatku;p³atnoœci
chcia³em spytaæ za³o¿y³em œwie¿o kablówkê zap³aci³em aktywacjê muszê miesi¹cu uiœciæ op³aty ogl¹danie;saldo
chcia³em umówiæ termin monta¿u dekodera;dtv
chcia³em zalogowaæ strefy klienta;umowa
chcia³em zapytaæ status zmar³ dosta³yœmy pismo mamy nadp³aty dosta³am pismo mama;status zg³oszenia
chcia³em zapytaæ dostaj¹c dekoder dostanê mo¿liwoœci¹ nagrywania usuwania;dtv
chcia³em zapytaæ zap³aciæ telewizor telefon;dtv
chcia³em zapytaæ ogóle awaria odbioru telewizji;dtv
chcia³em zapytaæ czekaæ przesy³kê kuponów zap³aty miesiêcznej skoñczy³y;saldo
chcia³em zapytaæ telewizor odbiera³ odnoœnie nowego standardu wprowadzony;dtv
chcia³em zapytaæ powinnam zmieniæ dekoder zmianie telewizora;dtv
chcia³em zapytaæ tak¹ wysok¹ fakturê okreœlana faktura pocz¹tku zawierania umowy;p³atnoœci
chcia³em zapytaæ sygna³u pojawia komunikat sygna³u;dtv
chcia³em zapytaæ sygna³u dzia³a telewizja mogê ogl¹daæ programu;dtv
chcia³em zapytaæ rachunek telefon;saldo
chcia³em zapytaæ vectrze musia³a kupowaæ dekoder;dtv
chcia³em zapytaæ mogê zwróciæ sprzêt odst¹pieniu umowy;zwrot sprzêtu
chcia³em zapytaæ polewa polecenie zap³aty pañstwa przekazaæ;polecenie zap³aty
chcia³em zapytaæ zap³aciæ op³aty akty akcje ¿yj¹c¹;saldo
chcia³em zapytaæ procedura odnoœnie rezygnacji internetu;rezygnacje
chcia³em zapytaæ mamy has³o internetu wifi;internet stacjonarny
chcia³em zapytaæ rachunki;saldo
chcia³em zapytaæ telewizja dzia³a;dtv
chcia³em zapytaæ faktura wystawiona telewizor zainteresowany;p³atnoœci
chcia³em zapytaæ mamy wizytê montowa³ telewizjê chcia³em dowiedzieæ godzinie;dtv
chcia³em zapytaæ przyjedzie formularze zap³aty;saldo
chcia³em zapytaæ przyœlecie ksi¹¿eczkê zap³aty;saldo
chcia³em zapytaæ zostanie zlikwidowana awaria telewizorów programów;dtv
chcia³em zapytaæ dekoder;dtv
chcia³em zapytaæ fakturê przysz³a faktura op³atê;p³atnoœci
chcia³em zapytaæ fakturê dosta³am;p³atnoœci
chcia³em zapytaæ fakturê ostatni¹;p³atnoœci
chcia³em zapytaæ faktury;p³atnoœci
chcia³em zapytaæ ocenê dekoderów telewizji naziemnej;dtv
chcia³em zapytaæ rachunki;saldo
chcia³em zapytaæ rachunki przysz³o zap³aty prostu wiem rozumie chcia³em zapytaæ;saldo
chcia³em zapytaæ rachunki nowy p³acenia abonament dosta³am wiedzieæ zostan¹ dostarczone;saldo
chcia³em zapytaæ wysz³a kwota mojej faktury;p³atnoœci
chcia³em zapytaæ swój rachunek zap³acony;saldo
chcia³em zapytaæ zap³acenie zap³aty telewizora;saldo
chcia³em zapytaæ dostarczaæ ruczki zap³aty telewizor mamy mia³em ostatniego;saldo
chcia³em zapytaæ telewizji naziemnej;dtv
chcia³em zorientowaæ wy³¹czona analogowa po³¹czenie starego telewizora nieczynny;dtv
chcia³em zorientowaæ jadacie oddania sprzêtu waszego;zwrot sprzêtu
chcia³em zorientowaæ przys³ane druki przelewów telewizjê;dtv
chcia³em skonsultowaæ nieprawid³owoœci fakturze;p³atnoœci
chcia³em skonsultowaæ saldo konta;saldo
chcia³em skorzystaæ us³ugi hbo wiem zrobiæ;hbo
chcia³em sprawdziæ telewizor wiem z³y obraz;dtv
chcia³em sprawdziæ hbo dzia³a;hbo
chcia³em sprawdziæ jak¹œ zaleg³oœæ wobec;windykacja
chcia³em sprawdziæ wozu przychodz¹ rachunki umowa skoñczy³a;saldo
chcia³em sprawdziæ rachunek dosta³em rachunek zap³aci³em dosta³em nowy faktury nowe konto muszê sprawdziæ tamte konto aktualny p³aci³em;saldo
chcia³em sprawdziæ numer konta;saldo
chcia³em sprawdziæ p³atnoœci;saldo
chcia³em sprawdziæ p³atnoœæ pierwsz¹;saldo
chcia³em sprawdziæ rachunek;saldo
chcia³em sprawdziæ rachunek suunto;saldo
chcia³em sprawdziæ rachunek swój zalegam op³atami;saldo
chcia³em sprawdziæ rachunki zgadzaj¹;saldo
chcia³em sprawdziæ saldo moich p³atnoœci;saldo
chcia³em sprawdziæ saldo rozrachunkowe;saldo
chcia³em sprawdziæ konta;saldo
chcia³em sprawdziæ techniczne chcia³em prze³o¿yæ wizytê;zmiana wizyty technika
chcia³em spytaæ hbo;hbo
chcia³em telefonicznie wypowiedzieæ umowê;rezygnacje
chcia³em telefonu stacjonarnego;telefon stacjonarny
chcia³em telewizjê ¿ebyœcie za³o¿yli;dtv
